"date","CDU/CSU","SPD","Die Linke/PDS","AfD","Bündnis 90/Die Grünen","FDP"
2008-05-05,36.3,25.7,13,NA,10,10.7
2008-04-28,37.6,26.4,12.3,NA,10.8,9.4
2008-04-21,37.9,25.9,12.4,NA,9.7,10
2008-04-14,37.5,25,13.5,NA,9.5,10.5
2008-04-07,37.5,26.2,12.2,NA,10,10.2
2008-03-31,37.5,26.2,12.6,NA,9.9,11.2
2008-03-24,37.7,24.7,13.3,NA,11,10
2008-03-17,37.5,25.9,12.6,NA,10,9.9
2008-03-10,38,26,13,NA,10.3,9
2008-03-03,37.8,27.6,13,NA,8.8,9.2
2008-02-25,36.2,28.1,12.2,NA,9.3,10.1
2008-02-18,35.5,28.3,12.2,NA,9.2,10.4
2008-02-11,37.5,29,11.8,NA,8.5,9
2008-02-04,35,27.5,13.5,NA,9.5,10.5
2008-01-28,38.3,29,10.7,NA,9.2,9.3
2008-01-21,37.8,28.5,10.4,NA,9.3,10
2008-01-14,39,28.8,10.2,NA,8.8,9
2008-01-07,37.5,27.5,11,NA,9,10.5
2007-12-24,38.1,27.9,10.8,NA,10,9.8
2007-12-17,38.8,28.4,10.5,NA,9.1,9.1
2007-12-10,38.7,27,11.3,NA,9.3,9.7
2007-12-03,37.8,28,10.9,NA,9.7,9.4
2007-11-26,38.3,28.3,11,NA,9,8.7
2007-11-19,38.5,27.5,11,NA,9.5,9.2
2007-11-12,38.5,28.6,10.5,NA,8.6,9.5
2007-11-05,40,28.6,10,NA,9.1,8.3
2007-10-29,39,27.7,11,NA,9.3,9
2007-10-22,39.8,28,10.2,NA,9.2,8.2
2007-10-15,38.6,26.7,11.2,NA,10,9.3
2007-10-08,40,27,11.3,NA,9,8
2007-10-01,37.6,27.2,11.5,NA,9.9,9.4
2007-09-24,38.7,27,10.7,NA,10.3,9.3
2007-09-17,38.8,26.9,11.3,NA,9.4,9.2
2007-09-10,38.7,26.7,11,NA,10,8.7
2007-09-03,37.3,27.9,11.6,NA,9.4,9.3
2007-08-27,37,27,12,NA,9.5,10
2007-08-20,37.7,27.3,11.3,NA,9,10
2007-08-13,37.2,26.3,11.8,NA,10.1,10.1
2007-08-06,37.8,26.9,11.9,NA,9.6,9.8
2007-07-30,38,26.3,12.3,NA,10,9
2007-07-23,38,27,12.3,NA,9,9.3
2007-07-16,37.2,26.8,12.4,NA,10.2,9.6
2007-07-09,37.7,26,12.7,NA,10,9.7
2007-07-02,37.1,26.4,12.1,NA,9.8,10.1
2007-06-25,37.3,28,11.8,NA,9.7,9.7
2007-06-18,37,27.3,11,NA,10,9.7
2007-06-11,36,29.1,10.6,NA,10.8,9.4
2007-06-04,37.5,29,10.5,NA,9.5,8.5
2007-05-28,35.3,28.5,11.3,NA,10.7,9.9
2007-05-21,36.4,29.6,9.8,NA,10.4,9.8
2007-05-14,36.4,29.7,8.8,NA,10.2,10.9
2007-05-07,37,28.7,9.3,NA,10.3,10.7
2007-04-30,36.6,27.7,10.8,NA,9.5,10.9
2007-04-23,35.6,29.8,9.4,NA,10.2,10.4
2007-04-16,36.2,28.6,10.1,NA,9.8,11.2
2007-04-09,36,29,9.3,NA,10.7,10.7
2007-04-02,35.7,29.7,9.3,NA,10,10
2007-03-26,35.9,28.9,9.1,NA,10.7,10.2
2007-03-19,35.5,29.5,9.2,NA,10.4,10.6
2007-03-12,35,28.7,9.3,NA,11,11
2007-03-05,35.2,29,9,NA,10.5,11
2007-02-26,33.5,29.7,9.8,NA,10.1,11.7
2007-02-19,33.8,28.9,9.7,NA,11,11.9
2007-02-12,34.8,29.5,8.5,NA,10.8,11.8
2007-02-05,33.9,30.2,8.7,NA,10.4,12
2007-01-29,34,29.7,8.7,NA,10.3,12.7
2007-01-22,34.2,28.9,9.3,NA,10.4,12.8
2007-01-15,34.7,30.3,8,NA,10,11.7
2007-01-08,34.5,28.8,9.2,NA,10.8,11.5
2006-12-25,32,27,10,NA,11,14
2006-12-18,34.5,29.9,9.4,NA,10.6,11.3
2006-12-11,33.9,30.3,8.8,NA,10.4,11.3
2006-12-04,33.3,29,NA,NA,11,11.7
2006-11-27,32.3,29.2,8.9,NA,10.2,12.2
2006-11-20,34,29.5,8,NA,10.5,11
2006-11-13,31.2,30.2,NA,NA,10.5,12.8
2006-11-06,31.1,30,9.1,NA,10.1,13.3
2006-10-30,30.3,30,NA,NA,11,13.3
2006-10-23,31,30,9,NA,10.5,13
2006-10-16,30.4,30.7,9.1,NA,10.7,13.5
2006-10-09,30.9,31.4,8.7,NA,10.5,12.9
2006-10-02,30,31.3,NA,NA,10,14
2006-09-25,30.7,30.3,7,NA,9.7,14
2006-09-18,30.6,29.7,9.5,NA,10.4,14
2006-09-11,32.9,28.3,9.9,NA,10.6,13.1
2006-09-04,31.7,28.7,NA,NA,10,13.7
2006-08-28,32.3,29.7,8,NA,9.7,12.7
2006-08-21,32.3,29.4,7.9,NA,10.1,13.2
2006-08-14,32.7,29.3,7,NA,9.7,13.3
2006-08-07,32.1,29.4,10.3,NA,10,13.2
2006-07-31,33.3,29.3,NA,NA,10,12.3
2006-07-24,32,30,NA,NA,10,13
2006-07-17,34.7,30.1,8.1,NA,8.9,12.7
2006-07-10,35.1,28.8,8.1,NA,9.6,12.2
2006-07-03,33.7,29.3,NA,NA,9.7,12.7
2006-06-26,33.5,29.5,NA,NA,10,12
2006-06-19,35.5,30.2,9.1,NA,9.5,11.5
2006-06-12,36.1,30.3,9.2,NA,9,10.7
2006-06-05,35.3,29.3,NA,NA,9.3,11.3
2006-05-29,35.7,29,NA,NA,9.7,11.7
2006-05-22,37.6,29.6,8.3,NA,8.7,11.1
2006-05-15,37.7,30,7,NA,9,10.7
2006-05-08,37.5,29.2,9.9,NA,8.5,10.5
2006-05-01,38.2,30.5,NA,NA,9,9.2
2006-04-24,38.8,30.8,8,NA,9,9
2006-04-17,37.7,31.7,8.2,NA,9.2,9.2
2006-04-10,39,30,NA,NA,9,9.7
2006-04-03,39.1,30,8.7,NA,8.9,9.3
2006-03-27,39.3,29.3,NA,NA,9,9.3
2006-03-20,39.5,29.5,NA,NA,9,9.5
2006-03-13,39.7,29.3,8.1,NA,9,9.8
2006-03-06,39.7,29.7,8.7,NA,8.4,9.6
2006-02-27,40.7,28.7,NA,NA,9.3,9.3
2006-02-20,40.4,30.3,7.7,NA,8.4,9.2
2006-02-13,39.6,31,8.1,NA,8.3,9
2006-02-06,40.2,30.8,8,NA,8.2,8.5
2006-01-30,40.5,31,NA,NA,7.5,8.5
2006-01-23,39.6,31.2,8.8,NA,8,8.7
2006-01-16,38.4,30.8,8.8,NA,8.5,9.8
2006-01-09,38.8,31.8,8,NA,8.2,9.5
2006-01-02,38,31,NA,NA,8.5,10
2005-12-26,37,32,NA,NA,9,10
2005-12-19,36.5,32,NA,NA,8.5,10
2005-12-12,35.8,32.5,9.1,NA,8.4,10.4
2005-12-05,36.3,33.6,8.6,NA,8.3,10.1
2005-11-28,34.7,33,NA,NA,9,10.3
2005-11-21,34.8,32.8,8,NA,9.2,10.5
2005-11-14,34.4,32.8,8.4,NA,8.6,11.2
2005-11-07,35,33,8.5,NA,8.8,10.2
2005-10-31,34.8,32,NA,NA,9,10.8
2005-10-24,35.8,34,8,NA,8.5,9.5
2005-10-17,36.9,33.5,6.8,NA,8.7,9.4
2005-10-10,36.6,34,8.6,NA,8.1,9.2
2005-10-03,37,34,9,NA,7.7,9
2005-09-26,36,34,NA,NA,8,10
2005-09-19,36,34,8,NA,8,9.8
2005-09-12,41.8,33.2,6.7,NA,7.3,7
2005-09-05,41.8,33.2,8,NA,7.3,6.7
2005-08-29,42.5,30.9,NA,NA,7.2,7
2005-08-22,42.6,29.9,NA,NA,7.8,7.5
2005-08-15,42.3,29,NA,NA,7.8,7.6
2005-08-08,42.5,28.5,9.9,NA,7.9,7.2
2005-08-01,42.2,27.4,NA,NA,8,7.2
2005-07-25,43,26.7,NA,NA,8,7.3
2005-07-18,43.7,26.8,8.8,NA,8.4,7.2
2005-07-11,43.7,26.9,9,NA,8.2,7.3
2005-07-04,43.8,27.2,NA,NA,8,7
2005-06-27,45,26.3,NA,NA,8,6.7
2005-06-20,46.1,27,4.9,NA,8.2,6.7
2005-06-13,46.4,27.4,6,NA,7.8,6.8
2005-06-06,47,27.9,NA,NA,8.2,7.2
2005-05-30,48,28.2,NA,NA,8.2,6.2
2005-05-23,46.6,29.2,NA,NA,7.8,6.8
2005-05-16,45,28.9,4,NA,9.4,8.2
2005-05-09,44.8,28.6,4,NA,9.4,8.3
2005-05-02,45,28.5,NA,NA,9,7.5
2005-04-25,44.8,29.2,NA,NA,9,6.8
2005-04-18,45.2,28.9,5.2,NA,9.1,6.7
2005-04-11,44.3,29.4,5,NA,9.2,7.1
2005-04-04,45.5,28.5,NA,NA,8.5,7
2005-03-28,45.7,28.7,NA,NA,8.7,7.3
2005-03-21,45,29,NA,NA,8.5,7.5
2005-03-14,43.2,29.7,4,NA,10.2,7
2005-03-07,43,31.1,NA,NA,9.1,7.2
2005-02-28,42.7,31.3,NA,NA,9.3,6.7
2005-02-21,41,31.9,5.4,NA,9.8,6.9
2005-02-14,39.8,32.8,5,NA,10.5,7
2005-02-07,39,32.5,NA,NA,10.8,7.7
2005-01-31,39.3,33,NA,NA,10.7,7.3
2005-01-24,38.2,33.2,NA,NA,11,7.5
2005-01-17,38,33.3,5.1,NA,11.2,7.7
2005-01-10,38,33.5,NA,NA,10.8,7.8
2005-01-03,37.7,34,NA,NA,11,7.7
2004-12-27,38,34,5,NA,10,8
2004-12-20,39.5,32.7,5.6,NA,11,7.1
2004-12-13,39.8,31.5,5.4,NA,10.7,7.7
2004-12-06,39.2,31.4,6,NA,11.3,7.8
2004-11-29,39.5,31.5,5,NA,11,7.5
2004-11-22,38.4,32,5.4,NA,11.8,8
2004-11-15,39.7,31,5.2,NA,11.5,7.5
2004-11-08,39.2,31,5.3,NA,11.7,8
2004-11-01,39,31.3,5.5,NA,11.3,7.7
2004-10-25,39,31.1,5.3,NA,11.8,7.7
2004-10-18,39.8,30,5.6,NA,11.4,7.4
2004-10-11,40.3,29,6,NA,12,7.7
2004-10-04,40,29,6,NA,12,8
2004-09-27,41.6,28,6.6,NA,11.3,7
2004-09-20,42,26.7,7,NA,11.7,7.3
2004-09-13,42.7,26.3,6.3,NA,12.7,6.7
2004-09-06,42.8,25.4,6,NA,12.2,8
2004-08-30,43.7,26,7,NA,11.3,6.7
2004-08-23,42.8,24.7,7.3,NA,12.7,7.7
2004-08-16,43.2,24.5,7.2,NA,12.5,7.8
2004-08-09,43,25.4,6.5,NA,12.1,8.1
2004-08-02,44.2,24.2,6.5,NA,12.8,7.2
2004-07-26,44,25.3,6,NA,12.8,7.4
2004-07-19,44.5,25.2,6,NA,12,7.2
2004-07-12,45.4,23.8,6.3,NA,12.4,7.7
2004-07-05,45,24,6.3,NA,12.7,7.7
2004-06-28,45.9,24.7,5.8,NA,12,7.4
2004-06-21,46,24.8,5.5,NA,12,7.2
2004-06-14,46,26,5.3,NA,11.3,7.3
2004-06-07,46.2,26.2,5,NA,10.9,7.5
2004-05-31,47.3,27.7,4.5,NA,10,6.3
2004-05-24,46.5,26.2,5.2,NA,11.2,6.5
2004-05-17,47.8,25.9,4.6,NA,11.1,6.5
2004-05-10,46.6,26.2,5,NA,11.3,7
2004-05-03,46.3,27,4.7,NA,11.3,7
2004-04-26,47.3,26.9,4.5,NA,11.1,6.3
2004-04-19,46.6,26.8,5,NA,11,6.4
2004-04-12,46.7,26.5,5,NA,11.2,7.1
2004-04-05,47.2,27.2,5,NA,10.8,6
2004-03-29,47.7,26,5,NA,11.3,6.3
2004-03-22,48.5,26.1,4.6,NA,11.2,6
2004-03-15,49.2,24.2,5,NA,11.3,6.7
2004-03-08,48.4,25.2,4.7,NA,11.2,6.6
2004-03-01,48.3,24.7,4.7,NA,11.3,7
2004-02-23,47.5,24.9,4.7,NA,11.3,8
2004-02-16,47.5,26.2,4.8,NA,10.8,7.1
2004-02-09,48,24.8,4.8,NA,10.9,7.7
2004-02-02,49,24.3,5,NA,10.7,7.7
2004-01-26,48.8,25,4.6,NA,10.6,7.7
2004-01-19,47.8,26.1,4.5,NA,10.6,7.2
2004-01-12,47.7,26.7,5,NA,10.7,6.7
2004-01-05,48,27,4.5,NA,10,6.5
2003-12-29,48,28,4,NA,10,6
2003-12-22,49.1,26.4,4.1,NA,10.7,6.5
2003-12-15,48.6,26.4,4.2,NA,10.4,6.6
2003-12-08,48.9,25.9,4.3,NA,10.6,6.7
2003-12-01,48.3,27.3,3.5,NA,10.7,6.3
2003-11-24,48.3,25.9,4,NA,10.9,7.1
2003-11-17,49.2,25.3,4.6,NA,10.7,6.3
2003-11-10,49,25,4.5,NA,10.7,6.8
2003-11-03,50.3,24,4.3,NA,11,6.3
2003-10-27,49.8,25.7,3.4,NA,10.9,6.6
2003-10-20,49.8,25.8,3.3,NA,11.3,6
2003-10-13,49.3,27,3.5,NA,10.7,5.7
2003-10-06,49.2,26.7,3.7,NA,11.1,6
2003-09-29,49,27,3.7,NA,11.7,5.7
2003-09-22,46.6,28.4,3.6,NA,10.9,7
2003-09-15,45.8,29.6,3.8,NA,10.2,6.8
2003-09-08,45.2,29.7,4,NA,10.4,7
2003-09-01,45.3,29.7,3.9,NA,10.8,6.7
2003-08-25,45.2,30,3.8,NA,10.6,7
2003-08-18,44,30.3,3.7,NA,10.3,7.7
2003-08-11,44.9,30.8,4.3,NA,10.2,6.9
2003-08-04,45.3,31,4.3,NA,9.7,6.3
2003-07-28,45.5,30.4,3.4,NA,10.7,7.2
2003-07-21,45.4,31.2,3.8,NA,9.8,6.6
2003-07-14,44.5,31.6,3.7,NA,10,6.7
2003-07-07,45.3,31,4,NA,10.3,6.7
2003-06-30,46.2,30.5,4,NA,9.8,6
2003-06-23,46.6,29.3,3.3,NA,10.7,7
2003-06-16,46.2,29.8,3.8,NA,10.5,6.5
2003-06-09,45.8,29.4,4,NA,10.1,7
2003-06-02,46,28.5,4,NA,10.5,8
2003-05-26,47.8,27.1,3.5,NA,11.3,7.3
2003-05-19,47.8,27.5,4.3,NA,10.5,6.8
2003-05-12,47,27.6,4.3,NA,11.6,7
2003-05-05,47.2,28.5,4.3,NA,10.5,6.5
2003-04-28,46,29.3,4.3,NA,11.3,6.3
2003-04-21,46,29.4,3.6,NA,11.1,7.5
2003-04-14,44.8,31.8,3.4,NA,10.3,6.4
2003-04-07,45.5,31,3.5,NA,11,6
2003-03-31,45.5,32,3.3,NA,10.5,5.5
2003-03-24,46.4,29.8,3.3,NA,11.2,6.5
2003-03-17,48,28.8,3.2,NA,10.6,6.4
2003-03-10,47.6,27.6,3.3,NA,11.2,7
2003-03-03,47.7,28.7,3.7,NA,11,6.3
2003-02-24,47.9,28.5,3.1,NA,10.7,6.6
2003-02-17,48.2,27.8,3.5,NA,11.2,6.5
2003-02-10,48.2,27.9,3.3,NA,10.6,6.9
2003-02-03,48,28.7,3.3,NA,10.3,6.7
2003-01-27,47,30.5,3.7,NA,9.8,5.8
2003-01-20,46.5,30.9,3.3,NA,9.8,6.3
2003-01-13,47.5,29.8,3.8,NA,10.5,5.5
2003-01-06,47.3,30.3,4,NA,10.3,5
2002-12-30,48,30,3,NA,11,5
2002-12-23,47,30,4,NA,11,5
2002-12-16,47.3,29.3,4,NA,10.3,5.5
2002-12-09,48.3,28.3,4.3,NA,11,4.7
2002-12-02,49,28.3,4.3,NA,10.7,4.7
2002-11-25,49.3,28.7,4,NA,10.3,4.7
2002-11-18,46,31.6,4.2,NA,9.6,5.3
2002-11-11,44.7,33.3,4,NA,10,5
2002-11-04,44,34,4,NA,9.5,5.5
2002-10-28,41.8,35.8,3.5,NA,10,5.8
2002-10-21,40.2,37.2,3.7,NA,9.5,6.2
2002-10-14,39.7,38,3.7,NA,9,6.7
2002-10-07,39.7,38,4,NA,9.3,6.7
2002-09-30,39,38.5,3.5,NA,9.5,7
2002-09-23,37.6,37.7,4.3,NA,7.8,9
2002-09-16,37.4,38.8,4.4,NA,7.2,8.3
2002-09-09,38.8,37.5,4.4,NA,7.1,9.1
2002-09-02,39.5,36.7,4.5,NA,7,8.9
2002-08-26,40,35.6,4.9,NA,6.6,9.3
2002-08-19,40.1,34.6,4.9,NA,6.8,9.9
2002-08-12,41,34.7,4.4,NA,6.4,9.1
2002-08-05,40.6,34.4,5.4,NA,6.7,9.2
2002-07-29,41.5,35.2,5.2,NA,6.2,9
2002-07-22,39.7,35,6,NA,6.3,9
2002-07-15,40.2,36,5.2,NA,6,8.5
2002-07-08,39.3,35.3,5.7,NA,6.6,9.4
2002-07-01,39.2,35.3,5.7,NA,6.2,9.3
2002-06-24,39.8,35.2,5.5,NA,6.3,9.6
2002-06-17,38.8,34.9,5.8,NA,6.4,10.6
2002-06-10,38.4,34.4,6,NA,7,10.2
2002-06-03,39.8,34.2,5.8,NA,6,9.8
2002-05-27,38.8,32.8,5.8,NA,6.6,11.6
2002-05-20,39,32.6,5.8,NA,6.9,12.2
2002-05-13,40.5,32.8,5.8,NA,6.5,10.2
2002-05-06,41,31.5,5.5,NA,7,11.5
2002-04-29,40,34,5.8,NA,6.4,10
2002-04-22,38.7,35.8,6,NA,6.5,9.7
2002-04-15,39.8,35.3,5.8,NA,6.7,8.8
2002-04-08,39.5,34.5,6.8,NA,6.5,8.8
2002-04-01,39,35.5,6.5,NA,7.5,9
2002-03-25,39.9,35.2,5.9,NA,6.4,9.2
2002-03-18,41,34.5,6.5,NA,6.5,8.5
2002-03-11,40.4,35.6,6,NA,5.8,8.4
2002-03-04,39.7,36.3,6,NA,6,9
2002-02-25,40,36,5.7,NA,6,9.1
2002-02-18,41,36.5,6,NA,5.5,8.5
2002-02-11,41,36.7,6,NA,5.3,8
2002-02-04,38.9,35.3,6.6,NA,6.2,9.4
2002-01-28,40.7,36.3,6.3,NA,5.7,8.3
2002-01-21,40.2,37.2,6.2,NA,5.5,7.5
2002-01-14,38.8,38,6.5,NA,5.5,7.8
2002-01-07,38,38,7,NA,5.8,7.5
2001-12-24,36.5,36.2,6.8,NA,6.8,9.8
2001-12-17,36.6,38.8,7.2,NA,5.6,7.2
2001-12-10,35,40.5,6.5,NA,6,9
2001-12-03,35,40,6.7,NA,5.7,8.3
2001-11-26,34.3,40.7,7.3,NA,5.3,8.3
2001-11-19,35.1,40,6.6,NA,5.7,8.8
2001-11-12,34,41.5,7,NA,5.5,8.5
2001-11-05,34.2,40.8,6.5,NA,6,8.5
2001-10-29,36,41.3,5.3,NA,6,7.3
2001-10-22,35.7,40.2,5.2,NA,6.3,8.5
2001-10-15,36.5,40.5,5.5,NA,5.8,7.8
2001-10-08,35.5,41,5,NA,6,8.5
2001-10-01,36.8,40.2,5,NA,6,8
2001-09-24,36.9,38.7,5.5,NA,6.2,9.2
2001-09-17,36.8,38.2,6,NA,6,8.5
2001-09-10,36.5,37.5,5.5,NA,7,9.5
2001-09-03,37,37,6,NA,6.7,9.3
2001-08-27,36.5,37.8,5.8,NA,6.5,9
2001-08-20,35.8,38,5.9,NA,6.8,9.2
2001-08-13,35.3,38.7,6,NA,7,9.3
2001-08-06,35.3,38.3,6,NA,7,9.7
2001-07-30,34.5,38.3,6.4,NA,6.9,9.4
2001-07-23,34.8,39.2,5.8,NA,6.8,9.5
2001-07-16,34,38.5,6,NA,7.5,10.5
2001-07-09,35,38.3,7,NA,6.7,9.3
2001-07-02,35.7,38.3,6.3,NA,6.7,9.3
2001-06-25,35.3,38.8,5.4,NA,6.8,9.2
2001-06-18,35.3,39.3,5,NA,7,9.3
2001-06-11,35.3,40.3,5,NA,6.7,9
2001-06-04,35.3,40,5.3,NA,6.7,9
2001-05-28,34.5,40,5,NA,6.5,10
2001-05-21,35.1,40,5.3,NA,6.2,9.4
2001-05-14,34.7,40.7,5.7,NA,6,9
2001-05-07,35.7,41,5,NA,6.7,7.7
2001-04-30,35.7,39.7,5.3,NA,7,8
2001-04-23,35.2,39.8,5.7,NA,6.7,8.1
2001-04-16,36,40.7,5.3,NA,6,7
2001-04-09,36.5,40.5,4.8,NA,6.5,7.2
2001-04-02,35,40.7,5,NA,7,7.7
2001-03-26,34.7,40.3,5,NA,7.3,7.7
2001-03-19,34.3,40.5,5.2,NA,7.3,7.8
2001-03-12,34.3,40,5.3,NA,8,7.7
2001-03-05,34.3,40.3,5,NA,7,8
2001-02-26,34.7,40.7,5.3,NA,7,7.7
2001-02-19,34.2,40.5,5.4,NA,7,8.7
2001-02-12,34.7,40.3,5,NA,7.3,8.3
2001-02-05,35.3,39.3,5,NA,7.7,8
2001-01-29,34.7,38.7,5.4,NA,7.8,8.9
2001-01-22,37.2,38.8,5.5,NA,6.5,7.5
2001-01-15,37,39,5.3,NA,6.3,7.7
2001-01-08,37.3,39.3,5.7,NA,6.3,6.3
2000-12-25,37,39,5,NA,6,7
2000-12-18,36.1,38.5,6,NA,7.2,7.8
2000-12-11,36.8,39.8,5.2,NA,6.5,7
2000-12-04,37,39,5,NA,6.7,7.3
2000-11-27,36.7,38.7,5.7,NA,6.7,6.7
2000-11-20,37.3,38.7,5.3,NA,6.3,7.3
2000-11-13,36.4,39.4,5.6,NA,6.3,7.1
2000-11-06,36.3,39.3,5.7,NA,6,7
2000-10-30,36.7,39.7,6,NA,6,7
2000-10-23,36.3,40,5.7,NA,6,7.3
2000-10-16,36.2,39.8,5.4,NA,6.2,7.5
2000-10-09,37,39.3,5.3,NA,6.3,7.3
2000-10-02,37.3,39.7,5.3,NA,6.3,7
2000-09-25,35.8,39.8,5.5,NA,6.3,7.7
2000-09-18,36,40.5,5,NA,6,7
2000-09-11,34,42,5,NA,6.3,7.3
2000-09-04,34,42.3,5,NA,6.3,7.7
2000-08-28,33.7,42.3,5.3,NA,6,7.7
2000-08-21,34.5,42,5.2,NA,6,7.8
2000-08-14,33.9,41.2,5.3,NA,6.2,8.5
2000-08-07,34,41.7,5.3,NA,6,8.3
2000-07-31,34,41.7,5,NA,6,8.3
2000-07-24,35.5,40.5,5.2,NA,5.8,8
2000-07-17,34.6,39.5,5.5,NA,6.3,9.4
2000-07-10,37,38.3,5,NA,5.7,9.7
2000-07-03,37.3,38.7,5,NA,5.7,9
2000-06-26,37.3,38.3,5,NA,5.7,9
2000-06-19,38.5,37.2,5,NA,6.2,8.8
2000-06-12,36.8,37.2,5.4,NA,7,9.8
2000-06-05,37.7,38.3,5,NA,6.3,8.7
2000-05-29,36,39,5,NA,6,9.3
2000-05-22,35.7,40,4.7,NA,6.3,9
2000-05-15,36.5,40,4.8,NA,6,8
2000-05-08,36.7,41,5,NA,6,6.3
2000-05-01,37.3,40.3,5.3,NA,6.7,6.3
2000-04-24,37,39.3,5.3,NA,7,6.3
2000-04-17,36,39.4,6.3,NA,7.1,6.6
2000-04-10,35.8,40.2,6,NA,6.5,6.5
2000-04-03,34,39.7,6.7,NA,7.7,7.3
2000-03-27,34,40.3,7,NA,7,7.3
2000-03-20,32.1,40.5,6.8,NA,7.4,8
2000-03-13,33,41.5,6.2,NA,7,7.5
2000-03-06,30.3,42,6.7,NA,6.7,9
2000-02-28,30.3,43,6.7,NA,7,8.3
2000-02-21,29.6,42.3,7.2,NA,7.8,8.4
2000-02-14,31.2,41.8,6.8,NA,7.8,7.2
2000-02-07,29,41.7,7.3,NA,8,8.3
2000-01-31,30.7,42.3,6.3,NA,7,8
2000-01-24,31,41.7,7,NA,7,7.3
2000-01-17,35.2,40.2,6.5,NA,6.5,6.7
2000-01-10,37.3,39.3,6.3,NA,6.3,5.3
2000-01-03,38,39,6.7,NA,6.3,5.3
1999-12-27,43,35,7,NA,6,5
1999-12-20,42,36,6,NA,6.5,5
1999-12-13,42.7,35.1,6.2,NA,6.3,5.1
1999-12-06,45.3,33,6.3,NA,5.3,5
1999-11-29,46.3,32.3,7,NA,5,4
1999-11-22,46.7,32,6.7,NA,5.7,4.3
1999-11-15,46.5,31.7,6.4,NA,6,4.8
1999-11-08,46.3,31.7,6.7,NA,5.3,4.7
1999-11-01,47,31.3,7.3,NA,5,4.3
1999-10-25,46.3,32.3,7.7,NA,5.7,4.3
1999-10-18,46.2,32.2,6.8,NA,5.5,4.5
1999-10-11,44.9,32.5,7,NA,6.2,4.7
1999-10-04,45,33,7,NA,5.7,4.3
1999-09-27,46.2,32.8,6,NA,5.5,5
1999-09-20,45.7,33,6,NA,6,4.7
1999-09-13,44.5,33,6.2,NA,6.3,5.4
1999-09-06,45.7,32.7,6,NA,5.7,5.7
1999-08-30,44.7,33.3,6,NA,6.3,5.3
1999-08-23,45.5,33.8,5.8,NA,5.8,5
1999-08-16,44,33.6,6.2,NA,6.1,5.4
1999-08-09,45,33.7,5.7,NA,5.7,5
1999-08-02,44,34.3,5.7,NA,6.3,5.7
1999-07-26,44,35,5.8,NA,5.8,5
1999-07-19,44.1,33.9,6,NA,5.7,5.8
1999-07-12,43.7,34.3,5.7,NA,5.3,5.3
1999-07-05,44.3,34,5.7,NA,5.7,5
1999-06-28,44.2,35.2,5,NA,5.5,5
1999-06-21,44,34,5.3,NA,6,5.3
1999-06-14,42.2,36.4,5.5,NA,6.2,5.7
1999-06-07,43.3,35,5.3,NA,6,5.3
1999-05-31,42.3,36,6,NA,5.7,5.3
1999-05-24,42.2,37.2,5.5,NA,5.8,5.2
1999-05-17,41,36.1,5.5,NA,6.5,6
1999-05-10,41.7,36.7,6,NA,6,5.3
1999-05-03,41,37,5.7,NA,5.7,5.3
1999-04-26,41.3,37.3,5.3,NA,6,5.3
1999-04-19,41.2,38.5,5.2,NA,5.5,5.2
1999-04-12,40.7,36.9,5.9,NA,6.1,5.6
1999-04-05,43,36.5,5.5,NA,6,4.5
1999-03-29,42.3,36,5.7,NA,6.3,5.3
1999-03-22,42.2,38,5,NA,6,5
1999-03-15,40.9,37.2,5.2,NA,6.5,5.8
1999-03-08,41,38,5,NA,6.3,5
1999-03-01,40.2,39.8,4.5,NA,6,5
1999-02-22,41,38.7,4.7,NA,6,5.3
1999-02-15,40,38.7,5,NA,6,5
1999-02-08,38.7,39.7,5,NA,6.7,5.3
1999-02-01,38.7,39.7,4.7,NA,6.3,5.7
1999-01-25,38.5,40.8,4.8,NA,6.2,4.8
1999-01-18,37.7,40.3,5,NA,7,5.7
1999-01-11,37.7,40,5,NA,6.7,5.3
1999-01-04,37,40,5,NA,6.5,5.5
1998-12-21,37.3,40,5,NA,6.7,5
1998-12-14,37.3,40.1,5,NA,6.8,5.2
1998-12-07,38.3,39,5,NA,6.7,5.3
1998-11-30,37,39.7,5,NA,7,5.3
1998-11-23,37,40.3,5.3,NA,6.7,5.3
1998-11-16,36.2,41.5,5,NA,6.5,5.5
1998-11-09,37,40.7,5,NA,6.7,5.3
1998-11-02,37.3,39.7,5,NA,6.7,6
1998-10-26,35.5,41,5,NA,7,6.5
1998-10-19,35.3,41.7,4.7,NA,6.7,6
1998-10-12,35.5,42,5,NA,6.5,6
1998-10-05,36,41,5,NA,7,6
1998-09-28,36.9,41,4.7,NA,6.5,5.6
1998-09-21,37.8,41.3,4.3,NA,6.5,5.3
1998-09-14,36.9,41.8,4.5,NA,6.4,5
1998-09-07,37,42.2,4.1,NA,6.4,5
1998-08-31,37.4,41.9,4.7,NA,6,4.7
1998-08-24,37.5,42.7,4.3,NA,6.1,5
1998-08-17,36.9,42.2,4.4,NA,6.4,5
1998-08-10,36.2,42.5,4.5,NA,6.8,5.7
1998-08-03,36.3,42.3,4,NA,6.7,5
1998-07-27,36.7,42.7,4.3,NA,6.3,5
1998-07-20,36.8,42.5,4,NA,6.2,5
1998-07-13,35.7,43,4.7,NA,5.7,5.3
1998-07-06,35.7,43,5,NA,6,5.3
1998-06-29,36.3,43,5.3,NA,6.3,5
1998-06-22,36.2,42.5,4.5,NA,7,5
